FROHEN SUR AUTHIE;53;1
BONNEUIL EN FRANCE;144;3
RIUPEYROUS;177;0
GENOUILLE;670;10
EPPEVILLE;48;1
FRONTIGNAN;538;153
BRESSUIRE;251;0
SARBAZAN;271;7
SAMPANS;153;1
BORRE;20;1
FLIPOU;77;0
AMAILLOUX;296;1
PLOUNEVEZ QUINTIN;135;5
BOHAS MEYRIAT RIGNAT;181;2
ST VAAST EN CAMBRESIS;48;0
PROVERVILLE;141;2
CHATEAU LARCHER;212;1
MARCHAUX CHAUDEFONTAINE;194;1
GRATTERY;159;1
AZINCOURT;27;1
LE TRANSLOY;79;2
PEAULE;250;4
MEAUZAC;200;1
ST ETIENNE LES ORGUES;302;13
QUESTEMBERT;206;8
CAMBRONNE LES RIBECOURT;133;2
CHEVINAY;165;0
LONGECOURT EN PLAINE;171;2
UGNY LE GAY;112;1
LICEY SUR VINGEANNE;150;6
AUGNE;153;1
VILLEBICHOT;159;3
SANOUS;176;0
ST ADJUTORY;187;2
SALPERWICK;42;10
CHANCEAUX PRES LOCHES;170;1
CHATELAILLON PLAGE;1113;267
PONT AUTHOU;167;0
BOUZERON;154;1
MELSHEIM;101;3
QUESSOY;199;1
LA BATHIE;557;106
GENOUILLY;299;2
SOMMEVAL;114;3
BUDELIERE;134;1
BARNAS;216;2
PONTENX LES FORGES;722;112
RIEUX VOLVESTRE;196;4
LA HOUSSAYE BERANGER;162;4
LESNEVEN;63;7
JARNOSSE;164;4
VENIZEL;147;4
VILLEGAUDIN;181;1
VILLEJOUBERT;232;0
ESTREES ST DENIS;118;1
ST GERVAIS D AUVERGNE;166;2
ST CALEZ EN SAOSNOIS;178;1
DURANUS;192;5
PEAULT;561;26
CAYLUS;197;2
CREUTZWALD;505;149
TOURETTE DU CHATEAU;221;0
BARNAY;141;2
TRICHEY;148;1
CERIZY;119;1
CULLES LES ROCHES;172;2
VELENNES;199;2
NEUVY BOUIN;233;1
VALLONS DE L ERDRE;320;9
ANGERVILLE LA CAMPAGNE;178;3
HERMELINGHEN;35;4
AUBILLY;124;1
FELDKIRCH;187;2
COUTANSOUZE;120;3
LEMPDES SUR ALLAGNON;159;0
LE HINGLE;286;3
LA MOTTE ST MARTIN;283;2
LE KREMLIN BICETRE;37;0
DUNIERE SUR EYRIEUX;206;0
AUGNY;162;6
CENDRECOURT;159;3
LABASTIDE SUR BESORGUES;177;3
VAUX SAULES;165;1
LONGVILLIERS;170;10
AUDON;246;2
SAVIGNIES;108;4
MELZ SUR SEINE;143;6
BALADOU;164;0
LIGNEVILLE;143;2
SAN GAVINO DI FIUMORBO;92;13
LES AUTHIEUX DU PUITS;173;4
FELLERING;171;3
SCHOENENBOURG;115;17
VEZELAY;128;3
POUILLY EN AUXOIS;140;0
NARNHAC;177;0
TAILLY L ARBRE A MOUCHES;54;2
KESKASTEL;179;2
PARMILIEU;200;1
URIMENIL;131;1
PRESSINS;227;2
ST MADEN;270;7
LES GRANGES;131;0
CAMBURAT;174;1
SIOUVILLE HAGUE;227;94
CLERMONT FERRAND;132;0
LONGUEIL;231;50
SARCELLES;116;0
CORROMBLES;134;1
MONETAY SUR LOIRE;150;0
AMOU;210;4
TESSY BOCAGE;205;8
ERCHES;95;5
LA ROQUILLE;184;2
HANCHES;162;1
CRISENOY;135;0
ST MICHEL EN BRENNE;150;3
MAGNY LE HONGRE;121;4
PUYSSEGUR;171;4
ERCHEU;101;3
GENSAC;588;13
DOMBROT LE SEC;180;7
BOUILHONNAC;209;1
ST JEAN DU CASTILLONNAIS;269;33
MULHOUSE;229;30
CAHUZAC;530;3
BLOIS;160;1
MORILLON;535;98
HIRSCHLAND;117;1
SIGNEVILLE;129;1
COCQUEREL;93;1
DONNAZAC;199;6
NEUILLY EN DUN;156;1
BOURG;175;1
ST JUNIEN LES COMBES;173;1
ECHEMINES;150;4
FERNOEL;146;1
MAILLERONCOURT ST PANCRAS;153;5
MISSIRIAC;216;8
VIGNEULLES LES HATTONCHATEL;179;7
ANROSEY;168;2
RAPEY;137;5
PRADIERES;184;0
BURDIGNES;159;2
BAILLY EN RIVIERE;241;36
VERNOU LA CELLE SUR SEINE;150;3
GIMEL LES CASCADES;156;0
ORLIENAS;170;2
CORTAMBERT;153;1
ARZENS;178;4
HAUBAN;248;33
TORTERON;151;0
VELU;77;0
LACROIX SUR MEUSE;154;4
ST DESIR;212;3
GRAMOND;179;5
ST JULIEN DE TOURSAC;89;1
HARDRICOURT;151;1
DIESEN;344;72
NIEDERSTINZEL;120;2
AVAUX;140;2
MONTREUIL SUR MAINE;258;6
FREMENIL;135;4
BOURS;241;5
BOSQUENTIN;61;2
MERGEY;159;7
FEULE;170;1
BAUDEMONT;146;4
UCHON;151;2
BERCLOUX;323;1
LAGRACE DIEU;159;4
RAON LES LEAU;159;11
CLOHARS FOUESNANT;78;9
LA CROIX AUX BOIS;160;3
LES COTEAUX PERIGOURDINS;189;1
LEERS;53;26
AMMERSCHWIHR;165;4
LE MENE;209;3
LIMETZ VILLEZ;160;2
NEUVILLE EN AVESNOIS;81;3
MAISON ROLAND;76;3
SAIRES;178;2
LES ISLETTES;147;9
ROQUEVIDAL;184;4
LAUGNAC;206;3
ST ALBAN AURIOLLES;232;2
SOCOURT;139;1
MESSEIN;154;3
BUXIERES SOUS MONTAIGUT;136;0
ST ANDRE EN VIVARAIS;172;1
FRAMECOURT;63;0
MESVES SUR LOIRE;150;1
GRAMONT;202;6
REAL;149;3
BELFORET EN PERCHE;179;4
LA BAFFE;148;3
ST GILDAS DES BOIS;306;10
MENETREUX LE PITOIS;134;2
DOMLOUP;275;7
FONTENAY ST PERE;153;2
ILE D ARZ;194;5
PLEINE SELVE;558;8
MESSEI;238;1
MESSEIX;195;1
BOUVAINCOURT SUR BRESLE;114;1
FOURCHAMBAULT;128;1
LAGERY;133;3
QUESQUES;29;2
LES BORDES;559;2
GRAND FAILLY;310;38
REAU;145;2
LEBUCQUIERE;73;1
CASTETPUGON;171;2
MEYRIEUX TROUET;250;1
RICHEVILLE;72;3
DRAMBON;167;6
MEZIERES EN BRENNE;158;0
AAST;201;3
MEDONVILLE;147;3
THOUARS;238;1
LA SELLE LA FORGE;210;2
CORBELIN;245;3
LA CHAPELLE ANTHENAISE;208;2
LANDECOURT;141;1
MEXIMIEUX;188;1
LE VIVIER;157;1
CARHAIX PLOUGUER;129;5
VEYRIGNAC;79;2
MARMAGNE;436;7
ST PRIEST LA ROCHE;150;4
ST MARTIN LA MEANNE;170;5
NEUVE MAISON;153;10
NEUFVILLAGE;154;1
ARMES;135;0
ESTILLAC;104;3
EQUEVILLON;287;3
MEUDON;132;2
SISTELS;195;4
ST AFFRIQUE LES MONTAGNES;217;8
CHAUVINCOURT PROVEMONT;129;9
TREGUENNEC;71;21
LAURENAN;193;8
LE PETIT CELLAND;269;0
LES CORVEES LES YYS;174;2
BAYENCOURT;34;0
ST SAUD LACOUSSIERE;198;2
MORVILLERS ST SATURNIN;110;3
VAL CENIS;450;156
OLEAC DEBAT;164;0
LOGELHEIM;94;4
CHALAIS;838;10
LAYRAC;194;8
LE ROUGET PERS;152;4
CUBIERES;229;3
COLOMBIER LE CARDINAL;203;3
MONTJUSTIN ET VELOTTE;167;2
BRANDO;43;12
LE MONTAT;182;1
AUBENTON;216;25
CAHAN;207;2
LOON PLAGE;32;14
CLAMECY;261;4
EQUILLY;407;4
COUDOUX;400;8
FELON;78;0
LES VILLAGES VOVEENS;148;2
ST JUST LE MARTEL;160;1
AURILLAC;167;0
GONDENANS MONTBY;157;0
BOURNIQUEL;206;0
ST CHAMASSY;172;2
ST MAURICE LE GIRARD;333;6
SAVIGNE L EVEQUE;165;3
THIEFOSSE;170;8
CHATEL GERARD;129;0
GOURGANCON;177;7
MOLIERES;558;10
BOUCHAVESNES BERGEN;85;2
ST PIERREMONT;409;8
FESSENHEIM LE BAS;62;1
VERNEUIL SUR INDRE;167;1
SAINTRY SUR SEINE;71;1
FRANSART;46;0
THOLLON LES MEMISES;283;48
PECHS DE L ESPERANCE;177;2
BRAIN SUR ALLONNES;221;2
MONTMARTIN SUR MER;476;70
VILLAGES DU LAC DE PALADRU;235;2
ARTOLSHEIM;100;18
BAURECH;350;2
LANARVILY;71;17
REPARSAC;290;0
NIEULLE SUR SEUDRE;908;144
LA GRANDE RESIE;183;4
ST ROMAIN DE COLBOSC;203;12
LANET;142;4
ARGENCES;250;3
LALINDE;167;3
EYBOULEUF;163;0
GRENEVILLE EN BEAUCE;137;3
LA HAYE D ECTOT;161;13
LE BARBOUX;356;113
BUCQUOY;78;1
CRIQUIERS;139;4
GRUES;701;47
BOUST;251;26
AUBAZINES;176;3
FLEURINES;120;1
FONTAINE CHAALIS;125;6
COUBRON;136;6
ST PIERRE D ALBIGNY;327;1
SINGLEYRAC;127;1
NEUNG SUR BEUVRON;149;2
CASTANDET;218;1
ESPANES;153;2
GUISE;109;3
INTREVILLE;158;0
CARLAT;161;1
MONTREJEAU;169;1
LA CHAPELLE ENCHERIE;144;0
NEUVE CHAPELLE;92;18
FOUQUEBRUNE;213;4
CASTELLO DI ROSTINO;54;1
ERONDELLE;55;1
ST MAURICE PRES PIONSAT;132;0
FONTENAY SUR MER;140;2
ST LOUP EN CHAMPAGNE;144;2
CAMPAGNE D ARMAGNAC;180;4
RAMONVILLE ST AGNE;181;1
MONTILS;380;2
MUSSY SUR SEINE;147;2
ESCOUTOUX;141;0
RUFFIEUX;267;5
NESLE HODENG;129;4
LAVARDENS;201;14
NEUVILLE EN VERDUNOIS;159;4
SURFONTAINE;90;0
VINANTES;119;1
VAUX SUR MER;793;116
LA MAXE;169;0
XOUAXANGE;63;3
JAUZE;150;0
RISOUL;485;53
LA BARBEN;364;1
PLEINE SEVE;207;31
LA TRINITE DE REVILLE;182;1
QUINCY LE VICOMTE;128;1
CHASTEL NOUVEL;177;1
LA CHAPELLE DE LA TOUR;231;1
EVIN MALMAISON;48;0
HAUTEVILLE LES DIJON;153;2
LABATUT;299;7
MEYRALS;207;2
LISTRAC DE DUREZE;237;2
DENEZE SOUS DOUE;203;2
DELAIN;156;0
LANDRETHUN LES ARDRES;63;19
GUISY;63;2
RAVEL;147;0
BURGILLE;185;0
BUSWILLER;107;1
ST MAURICE PRES CROCQ;165;2
BAYE;251;12
HAUSSIGNEMONT;93;2
ARTIGUES PRES BORDEAUX;387;1
HERICOURT;226;3
DOMEZAIN BERRAUTE;213;1
ST CALAIS;160;0
LA CHAPELLE THOUARAULT;249;4
SEES;179;4
RAVES;130;4
ARESSY;99;4
FRESQUIENNES;137;4
VAL D ORGER;98;1
VILLERS FRANQUEUX;131;3
MONTAGNY EN VEXIN;143;3
SOUILLE;179;1
GAUJAC;720;9
LA BARDE;269;1
STE RADEGONDE DES NOYERS;578;5
CHAZELLES SUR ALBE;153;2
FRESVILLE;170;4
JEUX LES BARD;134;1
ST PIERRE DES LANDES;480;114
AUBESSAGNE;426;3
UZER;369;10
SEEZ;405;106
APPY;97;0
UZES;378;26
LA LANTERNE ET LES ARMONTS;164;8
BRUGHEAS;130;2
CASTILLON EN COUSERANS;299;64
ST ANDEOL DE BERG;241;2
STE CROIX DE QUINTILLARGUES;402;5
LENS LESTANG;218;2
PAMPLIE;299;0
CADAUJAC;363;0
ONCY SUR ECOLE;145;0
VERCOURT;60;7
CLONAS SUR VAREZE;190;2
PEYRENS;160;4
ST GEORGES DE MONTCLARD;202;3
ST PIERRE EN FAUCIGNY;350;6
MONT SOUS VAUDREY;197;2
GAUJAN;151;0
CASTRES GIRONDE;363;2
CORVEISSIAT;208;4
CHANDON;158;3
STE LUCE SUR LOIRE;337;13
LINGEVRES;228;3
LESCHES EN DIOIS;309;3
LAURIERE;161;1
LOUVIE SOUBIRON;358;83
LE BEAUSSET;416;87
LAHAYVILLE;90;1
VAUDEMONT;131;1
MAISONCELLE ST PIERRE;68;0
VILLEY SUR TILLE;168;3
LANEUVELLE;150;8
SAIN BEL;160;0
MARCILLY LE HAYER;133;3
CHABRILLAN;261;0
LE TEMPLE SUR LOT;204;2
ST MARTIN DE FUGERES;188;1
CHAROLLES;168;0
SASSENAGE;287;1
SOUILLY;154;4
CHAMPAGNE ST HILAIRE;197;2
ST PIERRE DU VAL;221;8
GAILLAN EN MEDOC;1033;302
VILLIERS SUR ORGE;64;0
LAMARCHE;132;1
ANCHAMPS;120;6
CHAMBELLAY;290;3
BEAUCAIRE;922;153
MONTIGNAC LE COQ;216;0
MENESLIES;162;32
BORVILLE;135;6
CHAZELLES SUR LAVIEU;167;4
ALANDO;56;2
GEVINGEY;222;2
ODEREN;145;1
DOULEVANT LE PETIT;70;0
ARDELLES;192;7
CHAMPIS;100;1
SERE EN LAVEDAN;259;19
LOOBERGHE;18;0
CHASTEL ARNAUD;275;2
LES MUJOULS;374;41
GUITTE;247;7
BAGNERES DE BIGORRE;187;9
LEIMBACH;160;4
FALCK;411;93
CHERVEUX;247;0
LE PEYRAT;184;10
BARBEY;117;1
SEBOURG;107;8
ARDIN;317;2
MENSIGNAC;160;1
THOREY SUR OUCHE;141;1
ST ALBAN DES VILLARDS;447;15
EAUNES;156;2
TILLOY LEZ MARCHIENNES;92;9
CHAMBRONCOURT;153;1
ARS SUR FORMANS;177;1
OUIDES;192;2
MONAY;196;3
BENEST;202;0
ST DENIS DU PAYRE;543;10
LEUBRINGHEN;52;14
ST MAURICE DES NOUES;321;7
HEILLECOURT;141;1
CANTAOUS;93;0
GALERIA;92;28
BLENNES;132;2
LES TROIS DOMAINES;157;2
BLANGERVAL BLANGERMONT;64;4
AVON;342;1
GESTIES;276;87
CURTAFOND;182;1
VALFORET;159;5
ST LEGER DUBOSQ;335;7
BOUTX;311;61
BETHENCOURT SUR SOMME;45;1
LE MENIL VICOMTE;88;0
ROLLEVILLE;266;38
MONTAGNAC LA CREMPSE;204;1
MARCENAIS;359;1
LAVOUTE CHILHAC;167;0
QUIERY LA MOTTE;48;1
AVOT;131;0
FOZIERES;309;4
CORBERE;132;15
BOURGBARRE;256;4
PARAY LE FRESIL;142;1
SAULT ST REMY;138;6
ST MAMET;150;34
VILLEMBITS;150;0
PUY ST VINCENT;693;128
GOUY EN TERNOIS;66;6
CHAMALIERES;159;1
HEINING LES BOUZONVILLE;428;137
FAUMONT;67;1
SORDE L ABBAYE;107;3
CRASTES;179;3
RAYET;186;0
VANOSC;170;2
STE CATHERINE DE FIERBOIS;191;1
RIVIERE LES FOSSES;151;0
JUSSY;325;3
ST PIERRE CHERIGNAT;175;1
FERON;108;3
BOUMOURT;205;1
SAINTS GEOSMES;160;1
BARON SUR ODON;241;3
LA VILLE AUX DAMES;146;2
LA SOUTERRAINE;162;1
RECY;143;4
OULCHES LA VALLEE FOULON;109;0
LIORAC SUR LOUYRE;195;0
CHARMES LA GRANDE;144;2
UXEGNEY;138;6
LES CHERES;187;4
MONTIGNY LE BRETONNEUX;130;1
HATTIGNY;122;1
LA GENEVRAYE;126;2
VILLEMOUSTAUSSOU;187;7
ARVEYRES;323;2
LA PISSEURE;86;2
CHAVIGNY;186;1
RANRUPT;115;1
TOUET DE L ESCARENE;194;33
LES BILLAUX;318;3
ST LOUIS ET PARAHOU;189;19
AUTREVILLE SUR LA RENNE;158;2
PRADELLES;246;2
BERTRIMONT;138;1
BAILLEUL;359;19
DEVESSET;199;3
NANTHEUIL;177;2
BARZAN;920;130
MAYRES SAVEL;348;23
LENONCOURT;119;2
VAYRES SUR ESSONNE;132;7
GOETZENBRUCK;282;69
FRANCOULES;175;1
SARROGNA;266;1
NANTEAU SUR LUNAIN;121;4
AUDEUX;95;1
SAVIANGES;145;1
VANDELEVILLE;136;1
LAPENTY;257;12
OUDAN;141;2
ALZING;317;38
CORGNAC SUR L ISLE;179;1
ST CLEMENT DE VALORGUE;172;2
STE GEMME MORONVAL;152;7
MONDONVILLE;188;4
LUBECOURT;85;1
ST ANDRE EN TERRE PLAINE;136;1
GUENIN;186;12
CARCES;529;76
MONTCOY;169;1
TASSILLE;180;4
ISBERGUES;59;7
ST VAAST DIEPPEDALLE;163;1
GUCHEN;171;13
VILLONS LES BUISSONS;305;3
GOLANCOURT;109;4
PIPRIAC;269;5
APACH;308;100
VAUX SUR SOMME;48;1
ST JEAN LASSEILLE;156;25
MAULEON BAROUSSE;142;0
CREYSSAC;209;0
URGOSSE;155;5
COLOMBOTTE;80;1
VILLIERS ST DENIS;70;1
BIDESTROFF;145;0
BOVEE SUR BARBOURE;145;3
MAZAUGUES;649;161
CHAMANT;110;2
NEMOURS;137;1
GERBECOURT ET HAPLEMONT;150;3
STE OUENNE;277;1
LANGE;164;0
INSMING;168;1
MALANGE;173;0
MONCEL LES LUNEVILLE;146;9
VRONCOURT LA COTE;168;1
MONTREUIL SUR ILLE;306;4
ABAUCOURT SUR SEILLE;162;1
TRAMECOURT;23;0
ST GENOU;148;4
HORDAIN;80;3
DOGNEVILLE;160;2
LURCY LEVIS;129;0
MERCEY LE GRAND;185;1
CHATEAUVILAIN;250;0
BIRAC;475;2
GIMEAUX;154;0
OBERVISSE;265;13
ARGIS;244;7
SENONCOURT;169;7
LA CELLE SUR MORIN;111;3
VAL BUECH MEOUGE;337;6
CHEZE;228;32
LA NEUVILLE A MAIRE;186;1
FONTENOY;296;7
CORTRAT;140;1
CHAMPROND EN GATINE;168;4
ST PHILBERT DES CHAMPS;221;0
VIGNOUX SOUS LES AIX;150;2
BEZIERS;467;50
ST BEAUZILE;192;5
SAVIGNY LE SEC;149;2
PELUSSIN;178;1
LOCHES SUR OURCE;154;2
SERRALONGUE;125;49
PINTHEVILLE;168;4
SAUVIGNY;124;4
BIRAN;190;2
ST NICOLAS AUX BOIS;117;2
COURTIEUX;110;0
FAISSAULT;160;10
LANGY;143;2
LA CHAPELLE D ABONDANCE;349;114
CENON;402;0
AUTEUIL;190;7
LIEFFRANS;92;3
MASNIERES;98;5
LES GRANDES LOGES;156;2
BIRAS;206;2
JENLAIN;99;11
PERNES LES FONTAINES;325;8
DAMAS AUX BOIS;148;6
LAPALISSE;166;1
MONTARDON;178;6
NEULETTE;9;0
AMFROIPRET;92;0
QUEDILLAC;207;7
ORSONVILLE;162;13
L HOPITAL SOUS ROCHEFORT;153;0
PLOGOFF;42;15
BELLEVESVRE;191;4
ALLOUIS;123;1
BOSROGER;162;1
HERNICOURT;46;5
VEBRET;168;0
CHEZY;158;0
PAMPELONNE;213;1
L ISLE BOUZON;166;4
PLOUEGAT MOYSAN;181;35
GOUDELANCOURT LES PIERREPONT;127;2
CUBELLES;200;2
JOSAT;166;3
PINDERES;247;2
RACRANGE;172;4
MOLLANS;180;0
BELESTA EN LAURAGAIS;93;2
BELLEUSE;109;5
VORAY SUR L OGNON;106;2
CHAULHAC;178;1
CHATENAY EN FRANCE;105;1
MARTINPUICH;40;0
LA POTERIE CAP D ANTIFER;216;75
HOUDELMONT;138;3
CHATIGNONVILLE;154;6
LA FALAISE;38;0
TILLE;102;1
DOLOMIEU;259;5
DARNIEULLES;134;4
LEDIGNAN;304;4
BETTEMBOS;55;4
LE MESNIL AU VAL;312;88
THIL;1033;98
QUEYRIERES;205;0
PEYSSIES;183;5
LA POTERIE MATHIEU;185;3
FONTRABIOUSE;166;4
SOLIGNAC SUR LOIRE;198;1
CORCELLES EN BEAUJOLAIS;183;1
BRAY ET LU;137;0
OULCHY LE CHATEAU;136;4
ST PIERRE DU VAUVRAY;157;1
ISSENDOLUS;192;1
ST GEORGES EN COUZAN;153;1
BAIRON ET SES ENVIRONS;187;8
THIS;173;0
GROIX;61;15
UCCIANI;67;5
COURANCES;128;1
LAGARDELLE;178;1
PESSAC;539;2
NEVERS;128;1
CALLEVILLE;174;4
ST GENGOUX DE SCISSE;180;2
PARFOURU SUR ODON;243;2
MAREUIL SUR LAY DISSAIS;479;4
MISSEGRE;172;6
PRESSAC;215;2
PUY ST EUSEBE;498;56
RUNAN;139;1
ST JEAN DE SAVIGNY;252;3
ONVILLE;101;1
SEGROIS;77;1
BISSEY SOUS CRUCHAUD;165;3
LA PROISELIERE ET LANGLE;143;0
EMBERMENIL;137;2
ROTTELSHEIM;96;7
COURTEMPIERRE;122;0
COGNAT LYONNE;137;1
LA CELLE GUENAND;169;0
TILLY;366;8
MAUVEZIN DE PRAT;195;4
PESSAN;194;4
BARDOUVILLE;146;1
ST GERMAIN LAVAL;316;7
CLIMBACH;142;39
ERCHIN;82;1
SOLIGNY LES ETANGS;167;6
LA NEUVE GRANGE;132;8
LA CHAPELLE AUBAREIL;171;1
OUAINVILLE;149;2
FROIDEFONTAINE;84;0
ST LEGER EN YVELINES;151;3
DENESTANVILLE;79;1
VILLEDUBERT;224;5
OBERHOFFEN LES WISSEMBOURG;102;27
TAUTAVEL;145;3
ST FLORENT SUR CHER;136;0
CHARGEY LES GRAY;150;7
ST SELVE;311;2
LACAUSSADE;167;1
ST JEAN DE CHEVELU;270;3
HAVERSKERQUE;57;3
ST CIRGUES DE MALBERT;136;2
SOUVIGNE SUR MEME;166;1
ST NAZAIRE D AUDE;264;1
KALHAUSEN;214;23
LA JARD;386;2
VERN SUR SEICHE;267;6
ST LEGER SUR ROANNE;152;1
BOULLEVILLE;216;4
LE QUESNOY EN ARTOIS;48;1
SORRUS;51;2
BURDIGNIN;365;2
LABRIHE;187;4
BERVILLE LA CAMPAGNE;181;3
MONTAIGU LE BLIN;166;1
MONT LOUIS;113;2
ST LAON;234;0
ST DENIS CATUS;161;1
ROMAIN AUX BOIS;187;12
LIMERAY;156;0
ATTAINVILLE;72;2
ST MARD;664;7
LAILLY EN VAL;129;1
GAZAVE;112;1
REYSSOUZE;183;1
TREMEOC;59;5
OBRECK;155;3
AIGREFEUILLE;182;1
ESSERTAUX;107;2
MONTJOYER;225;2
MONS EN LAONNOIS;65;0
LES MARTRES D ARTIERE;150;3
HERRLISHEIM;122;39
FLOURSIES;75;3
CHANNAY SUR LATHAN;213;1
SIMIANE LA ROTONDE;291;1
VAUX LE MONCELOT;94;4
COTTANCE;152;1
THULAY;84;0
LETRA;151;1
MONCY;248;9
DINGY ST CLAIR;401;24
FLEUREY SUR OUCHE;145;1
MESSEME;210;1
ST VINCENT DE SALERS;167;0
MERREY SUR ARCE;120;0
DOMBROT SUR VAIR;138;3
OEYREGAVE;213;5
LEPUIX NEUF;134;3
CREMERY;95;5
ALAIGNE;172;0
MASSIGNAC;177;0
LA POSSONNIERE;276;8
STE CROIX;1158;17
CHUIGNES;101;2
SAN GIOVANNI DI MORIANI;24;6
BRULLIOLES;186;1
LES GRANGETTES;430;11
ST MARY;224;1
ROMBLY;30;2
LAPEYROUSE FOSSAT;172;0
ST SULPICE LES FEUILLES;173;2
THOIX;40;0
FREBUANS;70;0
MERCK ST LIEVIN;47;1
MENETRU LE VIGNOBLE;192;0
BEIRE LE CHATEL;127;2
FLEURY EN BIERE;167;4
WEGSCHEID;156;3
MARIGNY LES USAGES;119;0
MAUBOURGUET;185;1
HENAMENIL;165;5
HERBAULT;165;2
LAZER;294;2
STE FOY LA GRANDE;222;1
LES EGLISOTTES ET CHALAURES;270;2
PRATS DU PERIGORD;171;0
DOMECY SUR CURE;141;3
POUYDRAGUIN;181;1
GOUZEAUCOURT;89;2
MAINVILLERS;228;22
COIN SUR SEILLE;138;2
CODOLET;286;6
LA CHAPELLE EN VERCORS;287;21
THOIRE SOUS CONTENSOR;166;2
SURZUR;197;10
LA CHAIZE GIRAUD;524;90
L ABERGEMENT DE CUISERY;165;3
FAUCH;228;12
LEUILLY SOUS COUCY;126;5
AVOSNES;169;4
CHATILLON SUR MORIN;138;3
BEZANCOURT;122;5
ERAGNY SUR EPTE;125;3
VERNEUIL SUR SERRE;117;4
OCCOCHES;79;1
ARPHY;237;3
BERTHENICOURT;65;0
CAMBAYRAC;90;0
PUYLAUSIC;173;4
LA CHAPELLE ST SAUVEUR;180;3
BUXIERES LES CLEFMONT;75;2
LA BASSE VAIVRE;169;5
CHEMAUDIN ET VAUX;202;4
CHEMINAS;190;1
SISTERON;336;9
ST FORGET;115;2
MENIL SUR BELVITTE;134;6
ESCAUDAIN;68;2
ST ESCOBILLE;137;4
NEUILLY ST FRONT;126;2
LENTO;43;0
ARELAUNE EN SEINE;157;4
TREMAOUEZAN;46;8
PRUNO;31;4
REUGNEY;258;2
MEZEROLLES;85;6
ARMIX;259;5
CHASSAL MOLINGES;295;5
MALICORNE;151;1
BLOND;157;0
DAUZAT SUR VODABLE;169;0
VEAUCE;161;1
ST NABORD SUR AUBE;92;4
CASTELLET EN LUBERON;350;16
BURE LES TEMPLIERS;146;1
ST BAUSSANT;81;2
BOZOULS;198;2
NEUVELLE LES CROMARY;174;1
LE MONTET;151;3
COIVREL;109;2
LUIGNY;161;0
ROMAGNIEU;250;4
ST HILAIRE DU BOIS;644;4
MARGUERAY;261;6
STE MARIE DES CHAMPS;136;3
CETON;176;1
PONTONX SUR L ADOUR;261;2
COULONGES SUR L AUTIZE;303;2
GRAMBOIS;432;52
GIROUSSENS;205;3
MAUREPAS;218;5
RIEC SUR BELON;100;6
LAUJUZAN;171;0
COUEILLES;167;5
TRELOU SUR MARNE;124;8
LE GRAND VILLAGE PLAGE;894;253
CAUDIES DE FENOUILLEDES;164;1
LA ROCHE BERNARD;244;6
LA HERLIERE;64;1
LE BRETHON;139;0
LA CHENALOTTE;254;45
AFFOUX;173;0
LAVILLEDIEU;227;1
MARLIEUX;191;0
ENNERY;318;5
DOMERAT;147;0
NEUF BERQUIN;69;10
BARBEVILLE;258;2
ETIVAL;527;122
ST ANDEUX;144;0
MANEGLISE;177;2
ST SIGISMOND DE CLERMONT;373;1
REBETS;123;3
BRETTE;217;1
TOUFFAILLES;158;1
LA VILLE AUX CLERCS;148;2
PEYRUSSE VIEILLE;172;1
PLAINE ET VALLEES;226;1
HILBESHEIM;108;1
COMMERCY;162;11
LOUVAGNY;190;4
NEUVILLE COPPEGUEULE;118;2
REVEL TOURDAN;173;0
PINEUILH;207;1
COURCELLES;857;17
LOYETTES;212;1
SOUEICH;206;2
ANGIENS;144;9
NERBIS;249;3
BIENCOURT;48;2
GENDREVILLE;129;2
MOZAC;143;2
PETITE CHAUX;466;20
PORT JEROME SUR SEINE;182;2
FRANCAY;158;2
CHAUDENEY SUR MOSELLE;73;2
VAUDHERLAND;34;1
AUTRUY SUR JUINE;133;6
SUGERES;176;2
ONS EN BRAY;114;3
COURTHEZON;315;12
ST HILAIRE EN WOEVRE;159;2
STE BARBE;361;8
MARLES SUR CANCHE;33;3
BOUDRAC;72;1
LABEGE;175;2
AUBERS;104;21
MENETOU SALON;122;1
BOURG MADAME;147;64
OLLANS;162;4
GREVILLERS;71;1
PUYMERAS;261;1
JANAILLAT;174;4
FAJOLLES;97;3
MONTLAUZUN;187;2
CANDE;286;9
LA ROCHEFOUCAULD EN ANGOUMOIS;216;2
SAIGNEVILLE;89;3
AUZITS;149;0
LASALLE;265;4
MASLACQ;213;7
GOHORY;164;1
NANTEUIL EN VALLEE;190;1
JEU MALOCHES;151;0
ST LEGER DES AUBEES;175;1
CHOUSSY;158;1
ST GEORGES DU ROSAY;178;0
KERLOUAN;60;29
PRIVAS;225;1
CUBRY LES FAVERNEY;159;9
LANTILLY;150;4
EYRANS;468;1
ST NAZAIRE DE PEZAN;579;76
BONNEIL;81;1
PRUINES;199;0
LISIEUX;190;6
ST MARTIN DE MAILLOC;194;2
MARCY L ETOILE;174;0
ANGLARDS DE SALERS;155;0
MENCHHOFFEN;129;7
QUESNOY LE MONTANT;98;2
ROCQUES;220;3
FREMAINVILLE;124;0
LAVELINE DEVANT BRUYERES;138;2
LUZERET;168;0
BLAUZAC;478;45
VERANNE;172;1
THURINS;181;2
TRANS SUR ERDRE;353;22
LE PLESSIS L EVEQUE;128;2
WOELFLING LES SARREGUEMINES;269;52
